id,VehicleMake,VehicleModel,VehicleManufactureYear,Year,SuggestionField
13772,HYUNDAI,HYUNDAI VAN 2.6ID F/C P/V,19990101,1999,HYUNDAI VAN 2.6ID F/C P/V 1999
13773,HYUNDAI,HYUNDAI VAN 2.6ID F/C P/V,20000101,2000,HYUNDAI VAN 2.6ID F/C P/V 2000
13774,HYUNDAI,HYUNDAI VAN 2.6ID F/C P/V,20010101,2001,HYUNDAI VAN 2.6ID F/C P/V 2001
13775,HYUNDAI,HYUNDAI VAN 2.6ID F/C P/V,20020101,2002,HYUNDAI VAN 2.6ID F/C P/V 2002
13776,HYUNDAI,HYUNDAI VAN 2.6ID F/C P/V,20030101,2003,HYUNDAI VAN 2.6ID F/C P/V 2003
13777,HYUNDAI,HYUNDAI VAN 2.6ID F/C P/V,20040101,2004,HYUNDAI VAN 2.6ID F/C P/V 2004
13778,HYUNDAI,HYUNDAI H-1 GL 2.4 CVVT F/C P/V,20090101,2009,HYUNDAI H-1 GL 2.4 CVVT F/C P/V 2009
13779,HYUNDAI,HYUNDAI H-1 GL 2.4 CVVT F/C P/V,20100101,2010,HYUNDAI H-1 GL 2.4 CVVT F/C P/V 2010
13780,HYUNDAI,HYUNDAI H-1 GL 2.4 CVVT F/C P/V,20110101,2011,HYUNDAI H-1 GL 2.4 CVVT F/C P/V 2011
13781,HYUNDAI,HYUNDAI H-1 GL 2.4 CVVT F/C P/V,20120101,2012,HYUNDAI H-1 GL 2.4 CVVT F/C P/V 2012
13782,HYUNDAI,HYUNDAI H-1 GL 2.4 CVVT F/C P/V,20130101,2013,HYUNDAI H-1 GL 2.4 CVVT F/C P/V 2013
13783,HYUNDAI,HYUNDAI H-1 GL 2.4 CVVT F/C P/V,20140101,2014,HYUNDAI H-1 GL 2.4 CVVT F/C P/V 2014
13784,HYUNDAI,HYUNDAI H-1 GL 2.4 CVVT A/C  F/C P/V,20110201,2011,HYUNDAI H-1 GL 2.4 CVVT A/C  F/C P/V 2011
13785,HYUNDAI,HYUNDAI H-1 GL 2.4 CVVT A/C  F/C P/V,20120101,2012,HYUNDAI H-1 GL 2.4 CVVT A/C  F/C P/V 2012
13786,HYUNDAI,HYUNDAI H-1 GL 2.4 CVVT A/C  F/C P/V,20130101,2013,HYUNDAI H-1 GL 2.4 CVVT A/C  F/C P/V 2013
13787,HYUNDAI,HYUNDAI H-1 GL 2.4 CVVT A/C  F/C P/V,20140101,2014,HYUNDAI H-1 GL 2.4 CVVT A/C  F/C P/V 2014
13788,HYUNDAI,HYUNDAI H-1 2.5 CRDI F/C P/V,20110201,2011,HYUNDAI H-1 2.5 CRDI F/C P/V 2011
13789,HYUNDAI,HYUNDAI H-1 2.5 CRDI F/C P/V,20120101,2012,HYUNDAI H-1 2.5 CRDI F/C P/V 2012
13790,HYUNDAI,HYUNDAI H-1 2.5 CRDI  A/C F/C P/V,20110201,2011,HYUNDAI H-1 2.5 CRDI  A/C F/C P/V 2011
13791,HYUNDAI,HYUNDAI H-1 2.5 CRDI  A/C F/C P/V,20120101,2012,HYUNDAI H-1 2.5 CRDI  A/C F/C P/V 2012
13792,HYUNDAI,HYUNDAI H-1 2.5 CRDI A/C F/C P/V A/T,20120901,2012,HYUNDAI H-1 2.5 CRDI A/C F/C P/V A/T 2012
13793,HYUNDAI,HYUNDAI H-1 2.5 CRDI A/C F/C P/V A/T,20130101,2013,HYUNDAI H-1 2.5 CRDI A/C F/C P/V A/T 2013
13794,HYUNDAI,HYUNDAI H-1 2.5 CRDI A/C F/C P/V A/T,20140101,2014,HYUNDAI H-1 2.5 CRDI A/C F/C P/V A/T 2014
13795,HYUNDAI,HYUNDAI H-1 2.5 CRDI A/C F/C P/V A/T,20150101,2015,HYUNDAI H-1 2.5 CRDI A/C F/C P/V A/T 2015
13796,HYUNDAI,HYUNDAI H-1 GLS 2.4 CVVT WAGON,20090101,2009,HYUNDAI H-1 GLS 2.4 CVVT WAGON 2009
13797,HYUNDAI,HYUNDAI H-1 GLS 2.4 CVVT WAGON,20100101,2010,HYUNDAI H-1 GLS 2.4 CVVT WAGON 2010
13798,HYUNDAI,HYUNDAI H-1 GLS 2.4 CVVT WAGON,20110101,2011,HYUNDAI H-1 GLS 2.4 CVVT WAGON 2011
13799,HYUNDAI,HYUNDAI H-1 GLS 2.4 CVVT WAGON,20120101,2012,HYUNDAI H-1 GLS 2.4 CVVT WAGON 2012
13800,HYUNDAI,HYUNDAI H-1 GLS 2.4 CVVT WAGON,20130101,2013,HYUNDAI H-1 GLS 2.4 CVVT WAGON 2013
13801,HYUNDAI,HYUNDAI H-1 GLS 2.4 CVVT WAGON,20140101,2014,HYUNDAI H-1 GLS 2.4 CVVT WAGON 2014
13802,HYUNDAI,HYUNDAI H-1 GLS 2.4 CVVT WAGON,20150101,2015,HYUNDAI H-1 GLS 2.4 CVVT WAGON 2015
13803,HYUNDAI,HYUNDAI H-1 2.5 CRDI (VGT) WAGON A/T,20091201,2009,HYUNDAI H-1 2.5 CRDI (VGT) WAGON A/T 2009
13804,HYUNDAI,HYUNDAI H-1 2.5 CRDI (VGT) WAGON A/T,20100101,2010,HYUNDAI H-1 2.5 CRDI (VGT) WAGON A/T 2010
13805,HYUNDAI,HYUNDAI H-1 2.5 CRDI (VGT) WAGON A/T,20110101,2011,HYUNDAI H-1 2.5 CRDI (VGT) WAGON A/T 2011
13806,HYUNDAI,HYUNDAI H-1 2.5 CRDI (VGT) WAGON A/T,20120101,2012,HYUNDAI H-1 2.5 CRDI (VGT) WAGON A/T 2012
13807,HYUNDAI,HYUNDAI H-1 2.5 CRDI (VGT) WAGON A/T,20130101,2013,HYUNDAI H-1 2.5 CRDI (VGT) WAGON A/T 2013
13808,HYUNDAI,HYUNDAI H-1 2.5 CRDI (VGT) WAGON A/T,20140101,2014,HYUNDAI H-1 2.5 CRDI (VGT) WAGON A/T 2014
13809,HYUNDAI,HYUNDAI H-1 2.4 GL MULTICAB 6 SEAT,20111101,2011,HYUNDAI H-1 2.4 GL MULTICAB 6 SEAT 2011
13810,HYUNDAI,HYUNDAI H-1 2.4 GL MULTICAB 6 SEAT,20120101,2012,HYUNDAI H-1 2.4 GL MULTICAB 6 SEAT 2012
13811,HYUNDAI,HYUNDAI H-1 2.4 GL MULTICAB 6 SEAT,20130101,2013,HYUNDAI H-1 2.4 GL MULTICAB 6 SEAT 2013
13812,HYUNDAI,HYUNDAI H-1 2.4 GL MULTICAB 6 SEAT,20140101,2014,HYUNDAI H-1 2.4 GL MULTICAB 6 SEAT 2014
13813,HYUNDAI,HYUNDAI H-1 2.5 CRDI MULTICAB A/T 6 SEAT,20111101,2011,HYUNDAI H-1 2.5 CRDI MULTICAB A/T 6 SEAT 2011
13814,HYUNDAI,HYUNDAI H-1 2.5 CRDI MULTICAB A/T 6 SEAT,20120101,2012,HYUNDAI H-1 2.5 CRDI MULTICAB A/T 6 SEAT 2012
13815,HYUNDAI,HYUNDAI H-1 2.5 CRDI MULTICAB A/T 6 SEAT,20130101,2013,HYUNDAI H-1 2.5 CRDI MULTICAB A/T 6 SEAT 2013
13816,HYUNDAI,HYUNDAI H-1 2.5 CRDI MULTICAB A/T 6 SEAT,20140101,2014,HYUNDAI H-1 2.5 CRDI MULTICAB A/T 6 SEAT 2014
13817,HYUNDAI,HYUNDAI H-1 2.5 CRDI MULTICAB A/T 6 SEAT,20150101,2015,HYUNDAI H-1 2.5 CRDI MULTICAB A/T 6 SEAT 2015
13818,Hyundai,HYUNDAI ELANTRA 1.6 GL,19970601,1997,HYUNDAI ELANTRA 1.6 GL 1997
13819,Hyundai,HYUNDAI ELANTRA 1.6 GL,19980801,1998,HYUNDAI ELANTRA 1.6 GL 1998
13820,Hyundai,HYUNDAI ELANTRA 1.6 GL,19990101,1999,HYUNDAI ELANTRA 1.6 GL 1999
13821,Hyundai,HYUNDAI ELANTRA 1.6 GL,20000101,2000,HYUNDAI ELANTRA 1.6 GL 2000
13822,Hyundai,HYUNDAI ELANTRA 1.6 GL S/W,19970801,1997,HYUNDAI ELANTRA 1.6 GL S/W 1997
13823,Hyundai,HYUNDAI ELANTRA 1.6 GLS,19950801,1995,HYUNDAI ELANTRA 1.6 GLS 1995
13824,Hyundai,HYUNDAI ELANTRA 1.6 GLS,19960101,1996,HYUNDAI ELANTRA 1.6 GLS 1996
13825,Hyundai,HYUNDAI ELANTRA 1.6 GLS,19970101,1997,HYUNDAI ELANTRA 1.6 GLS 1997
13826,Hyundai,HYUNDAI ELANTRA GLS,19931101,1993,HYUNDAI ELANTRA GLS 1993
13827,Hyundai,HYUNDAI ELANTRA GLS,19940101,1994,HYUNDAI ELANTRA GLS 1994
13828,Hyundai,HYUNDAI ELANTRA 1.6 GLS,19980801,1998,HYUNDAI ELANTRA 1.6 GLS 1998
13829,Hyundai,HYUNDAI ELANTRA 1.6 GLS,19990101,1999,HYUNDAI ELANTRA 1.6 GLS 1999
13830,Hyundai,HYUNDAI ELANTRA 1.6 GLS,20000101,2000,HYUNDAI ELANTRA 1.6 GLS 2000
13831,Hyundai,HYUNDAI ELANTRA 1.6 GLS A/T,19980801,1998,HYUNDAI ELANTRA 1.6 GLS A/T 1998
13832,Hyundai,HYUNDAI ELANTRA 1.6 GLS A/T,19990101,1999,HYUNDAI ELANTRA 1.6 GLS A/T 1999
13833,Hyundai,HYUNDAI ELANTRA 1.6 GLS A/T,20000101,2000,HYUNDAI ELANTRA 1.6 GLS A/T 2000
13834,Hyundai,HYUNDAI ELANTRA GLS EXEC.,19931101,1993,HYUNDAI ELANTRA GLS EXEC. 1993
13835,Hyundai,HYUNDAI ELANTRA GLS EXEC.,19940101,1994,HYUNDAI ELANTRA GLS EXEC. 1994
13836,Hyundai,HYUNDAI ELANTRA 1.6 GLS A/T,19970801,1997,HYUNDAI ELANTRA 1.6 GLS A/T 1997
13837,Hyundai,HYUNDAI ELANTRA 1.6 GLI,19970601,1997,HYUNDAI ELANTRA 1.6 GLI 1997
13838,Hyundai,HYUNDAI ELANTRA 1.8 GL,19970801,1997,HYUNDAI ELANTRA 1.8 GL 1997
13839,Hyundai,HYUNDAI ELANTRA 1.8 GLI,19940901,1994,HYUNDAI ELANTRA 1.8 GLI 1994
13840,Hyundai,HYUNDAI ELANTRA 1.8 GLS,19950801,1995,HYUNDAI ELANTRA 1.8 GLS 1995
13841,Hyundai,HYUNDAI ELANTRA 1.8 GLS,19960101,1996,HYUNDAI ELANTRA 1.8 GLS 1996
13842,Hyundai,HYUNDAI ELANTRA 1.8 GLS,19970101,1997,HYUNDAI ELANTRA 1.8 GLS 1997
13843,Hyundai,HYUNDAI ELANTRA 1.8 GL S/W,19960501,1996,HYUNDAI ELANTRA 1.8 GL S/W 1996
13844,Hyundai,HYUNDAI ELANTRA 1.8 GL S/W,19970101,1997,HYUNDAI ELANTRA 1.8 GL S/W 1997
13845,Hyundai,HYUNDAI ELANTRA 1.6 GL S/W,19980801,1998,HYUNDAI ELANTRA 1.6 GL S/W 1998
13846,Hyundai,HYUNDAI ELANTRA 1.6 GL S/W,19990101,1999,HYUNDAI ELANTRA 1.6 GL S/W 1999
13847,Hyundai,HYUNDAI ELANTRA 1.6 GL S/W,20000101,2000,HYUNDAI ELANTRA 1.6 GL S/W 2000
13848,Hyundai,HYUNDAI ELANTRA 2.0 GLS,19980801,1998,HYUNDAI ELANTRA 2.0 GLS 1998
13849,Hyundai,HYUNDAI ELANTRA 2.0 GLS,19990101,1999,HYUNDAI ELANTRA 2.0 GLS 1999
13850,Hyundai,HYUNDAI ELANTRA 2.0 GLS,20000101,2000,HYUNDAI ELANTRA 2.0 GLS 2000
13851,Hyundai,HYUNDAI ELANTRA 2.0 GLS S/W,19980801,1998,HYUNDAI ELANTRA 2.0 GLS S/W 1998
13852,Hyundai,HYUNDAI ELANTRA 2.0 GLS S/W,19990101,1999,HYUNDAI ELANTRA 2.0 GLS S/W 1999
13853,Hyundai,HYUNDAI ELANTRA 2.0 GLS S/W,20000101,2000,HYUNDAI ELANTRA 2.0 GLS S/W 2000
13854,Hyundai,HYUNDAI ELANTRA 1.6 GL,20010201,2001,HYUNDAI ELANTRA 1.6 GL 2001
13855,Hyundai,HYUNDAI ELANTRA 1.6 GL,20020101,2002,HYUNDAI ELANTRA 1.6 GL 2002
13856,Hyundai,HYUNDAI ELANTRA 1.6 GLS,20010201,2001,HYUNDAI ELANTRA 1.6 GLS 2001
13857,Hyundai,HYUNDAI ELANTRA 1.6 GLS,20020101,2002,HYUNDAI ELANTRA 1.6 GLS 2002
13858,Hyundai,HYUNDAI ELANTRA 1.6 GLS,20030101,2003,HYUNDAI ELANTRA 1.6 GLS 2003
13859,HYUNDAI,HYUNDAI ELANTRA 1.6 GLS,20040101,2004,HYUNDAI ELANTRA 1.6 GLS 2004
13860,HYUNDAI,HYUNDAI ELANTRA 1.6 GLS,20050101,2005,HYUNDAI ELANTRA 1.6 GLS 2005
13861,HYUNDAI,HYUNDAI ELANTRA 1.6 GLS,20060101,2006,HYUNDAI ELANTRA 1.6 GLS 2006
13862,Hyundai,HYUNDAI ELANTRA 1.6 GLS A/T,20010201,2001,HYUNDAI ELANTRA 1.6 GLS A/T 2001
13863,Hyundai,HYUNDAI ELANTRA 1.6 GLS A/T,20020101,2002,HYUNDAI ELANTRA 1.6 GLS A/T 2002
13864,Hyundai,HYUNDAI ELANTRA 2.0 GLS,20010201,2001,HYUNDAI ELANTRA 2.0 GLS 2001
13865,Hyundai,HYUNDAI ELANTRA 2.0 GLS,20020101,2002,HYUNDAI ELANTRA 2.0 GLS 2002
13866,Hyundai,HYUNDAI ELANTRA 2.0 GLS,20030101,2003,HYUNDAI ELANTRA 2.0 GLS 2003
13867,HYUNDAI,HYUNDAI ELANTRA 2.0 GLS,20040101,2004,HYUNDAI ELANTRA 2.0 GLS 2004
13868,HYUNDAI,HYUNDAI ELANTRA 2.0 CRDI,20050101,2005,HYUNDAI ELANTRA 2.0 CRDI 2005
13869,HYUNDAI,HYUNDAI ELANTRA 1.6,20070601,2007,HYUNDAI ELANTRA 1.6 2007
13870,HYUNDAI,HYUNDAI ELANTRA 1.6,20080101,2008,HYUNDAI ELANTRA 1.6 2008
13871,HYUNDAI,HYUNDAI ELANTRA 1.6,20090101,2009,HYUNDAI ELANTRA 1.6 2009
13872,HYUNDAI,HYUNDAI ELANTRA 1.6,20100101,2010,HYUNDAI ELANTRA 1.6 2010
13873,HYUNDAI,HYUNDAI ELANTRA 1.6 SR,20080301,2008,HYUNDAI ELANTRA 1.6 SR 2008
13874,HYUNDAI,HYUNDAI ELANTRA 1.6 SR,20090101,2009,HYUNDAI ELANTRA 1.6 SR 2009
13875,HYUNDAI,HYUNDAI ELANTRA 1.6 A/T,20070601,2007,HYUNDAI ELANTRA 1.6 A/T 2007
13876,HYUNDAI,HYUNDAI ELANTRA 1.6 A/T,20080101,2008,HYUNDAI ELANTRA 1.6 A/T 2008
13877,HYUNDAI,HYUNDAI ELANTRA 1.6 A/T,20090101,2009,HYUNDAI ELANTRA 1.6 A/T 2009
13878,HYUNDAI,HYUNDAI ELANTRA 2.0,20070601,2007,HYUNDAI ELANTRA 2.0 2007
13879,HYUNDAI,HYUNDAI ELANTRA 2.0,20080101,2008,HYUNDAI ELANTRA 2.0 2008
13880,HYUNDAI,HYUNDAI ELANTRA 2.0,20090101,2009,HYUNDAI ELANTRA 2.0 2009
13881,HYUNDAI,HYUNDAI ELANTRA 1.6 GLS/PREMIUM,20110701,2011,HYUNDAI ELANTRA 1.6 GLS/PREMIUM 2011
13882,HYUNDAI,HYUNDAI ELANTRA 1.6 GLS/PREMIUM,20120101,2012,HYUNDAI ELANTRA 1.6 GLS/PREMIUM 2012
13883,HYUNDAI,HYUNDAI ELANTRA 1.6 GLS/PREMIUM,20130101,2013,HYUNDAI ELANTRA 1.6 GLS/PREMIUM 2013
13884,HYUNDAI,HYUNDAI ELANTRA 1.6 PREMIUM,20140701,2014,HYUNDAI ELANTRA 1.6 PREMIUM 2014
13885,HYUNDAI,HYUNDAI ELANTRA 1.6 PREMIUM,20150101,2015,HYUNDAI ELANTRA 1.6 PREMIUM 2015
13886,HYUNDAI,HYUNDAI ELANTRA 1.6 PREMIUM A/T,20140701,2014,HYUNDAI ELANTRA 1.6 PREMIUM A/T 2014
13887,HYUNDAI,HYUNDAI ELANTRA 1.6 PREMIUM A/T,20150101,2015,HYUNDAI ELANTRA 1.6 PREMIUM A/T 2015
13888,HYUNDAI,HYUNDAI ELANTRA 1.6 EXECUTIVE,20150801,2015,HYUNDAI ELANTRA 1.6 EXECUTIVE 2015
13889,HYUNDAI,HYUNDAI ELANTRA 1.6 EXECUTIVE A/T,20150801,2015,HYUNDAI ELANTRA 1.6 EXECUTIVE A/T 2015
13890,HYUNDAI,HYUNDAI ELANTRA 1.8 GLS/EXECUTIVE,20110701,2011,HYUNDAI ELANTRA 1.8 GLS/EXECUTIVE 2011
13891,HYUNDAI,HYUNDAI ELANTRA 1.8 GLS/EXECUTIVE,20120101,2012,HYUNDAI ELANTRA 1.8 GLS/EXECUTIVE 2012
13892,HYUNDAI,HYUNDAI ELANTRA 1.8 GLS/EXECUTIVE,20130101,2013,HYUNDAI ELANTRA 1.8 GLS/EXECUTIVE 2013
13893,HYUNDAI,HYUNDAI ELANTRA 1.8 GLS/EXECUTIVE A/T,20110701,2011,HYUNDAI ELANTRA 1.8 GLS/EXECUTIVE A/T 2011
13894,HYUNDAI,HYUNDAI ELANTRA 1.8 GLS/EXECUTIVE A/T,20120101,2012,HYUNDAI ELANTRA 1.8 GLS/EXECUTIVE A/T 2012
13895,HYUNDAI,HYUNDAI ELANTRA 1.8 GLS/EXECUTIVE A/T,20130101,2013,HYUNDAI ELANTRA 1.8 GLS/EXECUTIVE A/T 2013
13896,Hyundai,HYUNDAI MATRIX 1.6 GLS,20020201,2002,HYUNDAI MATRIX 1.6 GLS 2002
13897,Hyundai,HYUNDAI MATRIX 1.6 GLS,20030101,2003,HYUNDAI MATRIX 1.6 GLS 2003
13898,HYUNDAI,HYUNDAI MATRIX 1.6 GLS,20040101,2004,HYUNDAI MATRIX 1.6 GLS 2004
13899,HYUNDAI,HYUNDAI MATRIX 1.6 GLS,20050101,2005,HYUNDAI MATRIX 1.6 GLS 2005
13900,HYUNDAI,HYUNDAI MATRIX 1.6,20060201,2006,HYUNDAI MATRIX 1.6 2006
13901,HYUNDAI,HYUNDAI MATRIX 1.6,20070101,2007,HYUNDAI MATRIX 1.6 2007
13902,HYUNDAI,HYUNDAI MATRIX 1.6,20080101,2008,HYUNDAI MATRIX 1.6 2008
13903,HYUNDAI,HYUNDAI MATRIX 1.6,20090101,2009,HYUNDAI MATRIX 1.6 2009
13904,Hyundai,HYUNDAI MATRIX 1.8,20030601,2003,HYUNDAI MATRIX 1.8 2003
13905,HYUNDAI,HYUNDAI MATRIX 1.8,20040101,2004,HYUNDAI MATRIX 1.8 2004
13906,HYUNDAI,HYUNDAI MATRIX 1.8,20050101,2005,HYUNDAI MATRIX 1.8 2005
13907,Hyundai,HYUNDAI SONATA 2.0 GL,19940601,1994,HYUNDAI SONATA 2.0 GL 1994
13908,Hyundai,HYUNDAI SONATA 2.0 GL,19950101,1995,HYUNDAI SONATA 2.0 GL 1995
13909,Hyundai,HYUNDAI SONATA 2.0 GL,19961101,1996,HYUNDAI SONATA 2.0 GL 1996
13910,Hyundai,HYUNDAI SONATA 2.0 GL,19970101,1997,HYUNDAI SONATA 2.0 GL 1997
13911,Hyundai,HYUNDAI SONATA 2.0 GL,19980101,1998,HYUNDAI SONATA 2.0 GL 1998
13912,Hyundai,HYUNDAI SONATA 2.0 GLS,19940901,1994,HYUNDAI SONATA 2.0 GLS 1994
13913,Hyundai,HYUNDAI SONATA 2.0 GLS,19950101,1995,HYUNDAI SONATA 2.0 GLS 1995
13914,Hyundai,HYUNDAI SONATA 2.0 GLS,19961101,1996,HYUNDAI SONATA 2.0 GLS 1996
13915,Hyundai,HYUNDAI SONATA 2.0 GLS,19970101,1997,HYUNDAI SONATA 2.0 GLS 1997
13916,Hyundai,HYUNDAI SONATA 2.0 GLS,19980101,1998,HYUNDAI SONATA 2.0 GLS 1998
13917,Hyundai,HYUNDAI SONATA 2.0 GLS A/T,19940901,1994,HYUNDAI SONATA 2.0 GLS A/T 1994
13918,Hyundai,HYUNDAI SONATA 2.0 GLS A/T,19950101,1995,HYUNDAI SONATA 2.0 GLS A/T 1995
13919,Hyundai,HYUNDAI SONATA 2.0 GLS A/T,19961101,1996,HYUNDAI SONATA 2.0 GLS A/T 1996
13920,Hyundai,HYUNDAI SONATA 2.0 GLS A/T,19970101,1997,HYUNDAI SONATA 2.0 GLS A/T 1997
13921,Hyundai,HYUNDAI SONATA 2.0 GLS A/T,19980101,1998,HYUNDAI SONATA 2.0 GLS A/T 1998
13922,Hyundai,HYUNDAI SONATA ALLEGRO 2.0,19981201,1998,HYUNDAI SONATA ALLEGRO 2.0 1998
13923,Hyundai,HYUNDAI SONATA ALLEGRO 2.0,19990101,1999,HYUNDAI SONATA ALLEGRO 2.0 1999
13924,Hyundai,HYUNDAI SONATA ALLEGRO 2.0,20000101,2000,HYUNDAI SONATA ALLEGRO 2.0 2000
13925,Hyundai,HYUNDAI SONATA ALLEGRO 2.0,20010101,2001,HYUNDAI SONATA ALLEGRO 2.0 2001
13926,Hyundai,HYUNDAI SONATA ALLEGRO 2.0,20020101,2002,HYUNDAI SONATA ALLEGRO 2.0 2002
13927,Hyundai,HYUNDAI SONATA VIVANTE 2.5,19981201,1998,HYUNDAI SONATA VIVANTE 2.5 1998
13928,Hyundai,HYUNDAI SONATA VIVANTE 2.5,19990101,1999,HYUNDAI SONATA VIVANTE 2.5 1999
13929,Hyundai,HYUNDAI SONATA VIVANTE 2.5,20000101,2000,HYUNDAI SONATA VIVANTE 2.5 2000
13930,Hyundai,HYUNDAI SONATA VIVANTE 2.5,20010101,2001,HYUNDAI SONATA VIVANTE 2.5 2001
13931,Hyundai,HYUNDAI SONATA VIVANTE 2.5,20020101,2002,HYUNDAI SONATA VIVANTE 2.5 2002
13932,Hyundai,HYUNDAI SONATA VIVANTE 2.5 A/T,19981201,1998,HYUNDAI SONATA VIVANTE 2.5 A/T 1998
13933,Hyundai,HYUNDAI SONATA VIVANTE 2.5 A/T,19990101,1999,HYUNDAI SONATA VIVANTE 2.5 A/T 1999
13934,Hyundai,HYUNDAI SONATA VIVANTE 2.5 A/T,20000101,2000,HYUNDAI SONATA VIVANTE 2.5 A/T 2000
13935,Hyundai,HYUNDAI SONATA VIVANTE 2.5 A/T,20010101,2001,HYUNDAI SONATA VIVANTE 2.5 A/T 2001
13936,Hyundai,HYUNDAI SONATA VIVANTE 2.5 A/T,20020101,2002,HYUNDAI SONATA VIVANTE 2.5 A/T 2002
13937,Hyundai,HYUNDAI SONATA 3.0 GLS A/T,19940901,1994,HYUNDAI SONATA 3.0 GLS A/T 1994
13938,Hyundai,HYUNDAI SONATA 3.0 GLS A/T,19950101,1995,HYUNDAI SONATA 3.0 GLS A/T 1995
13939,Hyundai,HYUNDAI SONATA 3.0 GLS,19961101,1996,HYUNDAI SONATA 3.0 GLS 1996
13940,Hyundai,HYUNDAI SONATA 3.0 GLS,19970101,1997,HYUNDAI SONATA 3.0 GLS 1997
13941,Hyundai,HYUNDAI SONATA 3.0 GLS,19980101,1998,HYUNDAI SONATA 3.0 GLS 1998
13942,Hyundai,HYUNDAI SONATA 2.0 GLS,20030501,2003,HYUNDAI SONATA 2.0 GLS 2003
13943,HYUNDAI,HYUNDAI SONATA 2.0 GLS,20040101,2004,HYUNDAI SONATA 2.0 GLS 2004
13944,Hyundai,HYUNDAI SONATA 2.7 V6 GLS,20030501,2003,HYUNDAI SONATA 2.7 V6 GLS 2003
13945,HYUNDAI,HYUNDAI SONATA 2.7 V6 GLS,20040101,2004,HYUNDAI SONATA 2.7 V6 GLS 2004
13946,HYUNDAI,HYUNDAI SONATA 2.4 GLS,20051001,2005,HYUNDAI SONATA 2.4 GLS 2005
13947,HYUNDAI,HYUNDAI SONATA 2.4 GLS,20060101,2006,HYUNDAI SONATA 2.4 GLS 2006
13948,HYUNDAI,HYUNDAI SONATA 2.4 GLS,20070101,2007,HYUNDAI SONATA 2.4 GLS 2007
13949,HYUNDAI,HYUNDAI SONATA 2.4 GLS,20080101,2008,HYUNDAI SONATA 2.4 GLS 2008
13950,HYUNDAI,HYUNDAI SONATA 2.4 GLS,20090101,2009,HYUNDAI SONATA 2.4 GLS 2009
13951,HYUNDAI,HYUNDAI SONATA 2.4 GLS A/T,20051001,2005,HYUNDAI SONATA 2.4 GLS A/T 2005
13952,HYUNDAI,HYUNDAI SONATA 2.4 GLS A/T,20060101,2006,HYUNDAI SONATA 2.4 GLS A/T 2006
13953,HYUNDAI,HYUNDAI SONATA 2.4 GLS A/T,20070101,2007,HYUNDAI SONATA 2.4 GLS A/T 2007
13954,HYUNDAI,HYUNDAI SONATA 2.4 GLS A/T,20080101,2008,HYUNDAI SONATA 2.4 GLS A/T 2008
13955,HYUNDAI,HYUNDAI SONATA 2.4 GLS A/T,20090101,2009,HYUNDAI SONATA 2.4 GLS A/T 2009
13956,HYUNDAI,HYUNDAI SONATA 2.4 GLS/PREMIUM A/T,20100901,2010,HYUNDAI SONATA 2.4 GLS/PREMIUM A/T 2010
13957,HYUNDAI,HYUNDAI SONATA 2.4 GLS/PREMIUM A/T,20110101,2011,HYUNDAI SONATA 2.4 GLS/PREMIUM A/T 2011
13958,HYUNDAI,HYUNDAI SONATA 2.4 GLS/PREMIUM A/T,20120101,2012,HYUNDAI SONATA 2.4 GLS/PREMIUM A/T 2012
13959,HYUNDAI,HYUNDAI SONATA 2.4 GLS EXECUTIVE A/T,20100901,2010,HYUNDAI SONATA 2.4 GLS EXECUTIVE A/T 2010
13960,HYUNDAI,HYUNDAI SONATA 2.4 GLS EXECUTIVE A/T,20110101,2011,HYUNDAI SONATA 2.4 GLS EXECUTIVE A/T 2011
13961,HYUNDAI,HYUNDAI SONATA 2.4 GLS EXECUTIVE A/T,20120101,2012,HYUNDAI SONATA 2.4 GLS EXECUTIVE A/T 2012
13962,HYUNDAI,HYUNDAI SONATA 2.4 GDI ELITE A/T,20130501,2013,HYUNDAI SONATA 2.4 GDI ELITE A/T 2013
13963,HYUNDAI,HYUNDAI SONATA 2.4 GDI ELITE A/T,20140101,2014,HYUNDAI SONATA 2.4 GDI ELITE A/T 2014
13964,HYUNDAI,HYUNDAI SONATA 2.4 GDI ELITE A/T,20150101,2015,HYUNDAI SONATA 2.4 GDI ELITE A/T 2015
13965,Hyundai,HYUNDAI SCOUPE 1.5 LS,19940401,1994,HYUNDAI SCOUPE 1.5 LS 1994
13966,Hyundai,HYUNDAI SCOUPE 1.5 GT,19940901,1994,HYUNDAI SCOUPE 1.5 GT 1994
13967,HYUNDAI,HYUNDAI TRAJET 2.0 CRDI,20050101,2005,HYUNDAI TRAJET 2.0 CRDI 2005
13968,HYUNDAI,HYUNDAI TRAJET 2.0 CRDI,20060101,2006,HYUNDAI TRAJET 2.0 CRDI 2006
13969,HYUNDAI,HYUNDAI TRAJET 2.0 CRDI,20070101,2007,HYUNDAI TRAJET 2.0 CRDI 2007
13970,HYUNDAI,HYUNDAI TRAJET 2.0 CRDI,20080101,2008,HYUNDAI TRAJET 2.0 CRDI 2008
13971,HYUNDAI,HYUNDAI TRAJET 2.0 CRDI,20090101,2009,HYUNDAI TRAJET 2.0 CRDI 2009
13972,HYUNDAI,HYUNDAI TRAJET 2.7 V6 A/T,20050101,2005,HYUNDAI TRAJET 2.7 V6 A/T 2005
13973,HYUNDAI,HYUNDAI TRAJET 2.7 V6 A/T,20060101,2006,HYUNDAI TRAJET 2.7 V6 A/T 2006
